Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0036.465253/2021-51,Assessor(a),13/10/2021,0021303070,SEI/RO - 0021303070 - Orientação,Orientação,"Desde o exercício de 2019, este Núcleo de Elaboração de Estudos e Projetos vêm abrindo os processos para execução de emendas parlamentares federais e congêneres, cujos cadastros de propostas são originadas exclusivamente pelo portal do Fundo Nacional de Saúde e pela Plataforma +Brasil. Em setembro/2019 já passou a ser o responsável pela abertura de todos estes processos. Tais aberturas são realizadasexclusivamentepara controle processual, visando o monitoramento dos prazos de execução, o saldo da emenda e a prestação de contas. Salienta-se que não há competência deste núcleo no tangente à execução e à instrução processual, considerando a incompatibilidade destas com a prestação de contas.","Informa-se que todos os trâmites processuais devem ocorrer exclusivamente neste Processo Administrativo (exceto licitação ou congêneres: neste caso, abrir processo relacionado com acesso a este núcleo) e que após conclusão de todas as etapas, este deve retornar ao Núcleo de Elaboração de Estudos e Projetos (NEEP) para devida anexação da prestação de contas e encerramento do mesmo.","Havendo necessidade de abertura de novo Processo Administrativo (inclusive filhotes), a solicitação deve ser enviada a este núcleo.","Ademais, prévia a tramitação ao NEEP, é necessário o encerramento do processo em todas as unidades e/ou setores onde se encontrar aberto.",,
0036.584414/2021-12,Maria Pinheiro de Sousa Rodrigues,12/05/2022,,SEI/RO - 0028780187 - Despacho,DESPACHO,De:HC-NURADIO,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,"Assunto:Solicitação de Aquisições, quanto a Nova Demanda do Hospital de Retaguarda",,Senhor Coordenador.
0036.584414/2021-12,Chefe de Núcleo,12/05/2022,0028780187,SEI/RO - 0028780187 - Despacho,DESPACHO,De:HC-NURADIO,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,"Assunto:Solicitação de Aquisições, quanto a Nova Demanda do Hospital de Retaguarda",,Senhor Coordenador.
0050.072218/2022-94,Adriana Pereira,02/08/2022,,SEI/RO - 0030906290 - Despacho,DESPACHO,De:JPII - NCOMP,Para: JPII - NAP,Processo Nº:0050.072218/2022-94,Assunto:Adequação processual.,,"Senhor(a),"
0050.072218/2022-94,Chefe de Núcleo,02/08/2022,0030906290,SEI/RO - 0030906290 - Despacho,DESPACHO,De:JPII - NCOMP,Para: JPII - NAP,Processo Nº:0050.072218/2022-94,Assunto:Adequação processual.,,"Senhor(a),"
0036.109115/2022-75,Lucas Gabriel de Oliveira,19/01/2023,,SEI/RO - 0035225183 - Despacho,DESPACHO,De: SESAU-GECOMP,Para: SESAU-NPPS,Processo Nº: 0036.109115/2022-75,Assunto:Indicação Orçamentária.,,"Prezado Senhor,"
0036.109115/2022-75,Gerente,19/01/2023,0035225183,SEI/RO - 0035225183 - Despacho,DESPACHO,De: SESAU-GECOMP,Para: SESAU-NPPS,Processo Nº: 0036.109115/2022-75,Assunto:Indicação Orçamentária.,,"Prezado Senhor,"
0049.003281/2023-09,KARINE RODRIGUES DE OLIVEIRA,05/04/2023,,SEI/RO - 0037202817 - Despacho,DESPACHO,De:HB-DG,Para: HB-GAD,Processo Nº:  0049.003281/2023-09,Assunto: SOLICITAÇÃO,,"Senhor(a),"
0049.003281/2023-09,Agente,05/04/2023,0037202817,SEI/RO - 0037202817 - Despacho,DESPACHO,De:HB-DG,Para: HB-GAD,Processo Nº:  0049.003281/2023-09,Assunto: SOLICITAÇÃO,,"Senhor(a),"
0036.019918/2023-10,PAULO CÉSAR FERREIRA DA SILVA,08/05/2023,,SEI/RO - 0038046981 - Despacho,DESPACHO,De:LACEN-ASTEC,Para: LACEN-GTEC / LACEN-APOIO,Processo Nº:  0036.019918/2023-10,Assunto:Contratação para aquisição de material permanente (mobiliário geral) conforme PAS 2023.,,
0036.019918/2023-10,Agente,08/05/2023,0038046981,SEI/RO - 0038046981 - Despacho,DESPACHO,De:LACEN-ASTEC,Para: LACEN-GTEC / LACEN-APOIO,Processo Nº:  0036.019918/2023-10,Assunto:Contratação para aquisição de material permanente (mobiliário geral) conforme PAS 2023.,,
0036.033044/2023-11,Laura Bany de Araujo Pinto,21/07/2023,,SEI/RO - 0040167480 - Memorando,Memorando nº 864/2023/SESAU-GECOMP,À Senhora,MICHELLE DAHIANE DUTRA,Secretária-Executiva de Estado da Saúde,,"ASSUNTO:Aquisição de equipamentos e materiais hospitalares para fins de subsídio ao projeto IMEDIATO de abertura da UTI Neonatal no Hospital Regional de Cacoal - HRC,em caráter emergencial.",
0036.033044/2023-11,Gerente,21/07/2023,,SEI/RO - 0040167480 - Memorando,Memorando nº 864/2023/SESAU-GECOMP,À Senhora,MICHELLE DAHIANE DUTRA,Secretária-Executiva de Estado da Saúde,,"ASSUNTO:Aquisição de equipamentos e materiais hospitalares para fins de subsídio ao projeto IMEDIATO de abertura da UTI Neonatal no Hospital Regional de Cacoal - HRC,em caráter emergencial.",
0036.033044/2023-11,Gerente,21/07/2023,0040167480,SEI/RO - 0040167480 - Memorando,Memorando nº 864/2023/SESAU-GECOMP,À Senhora,MICHELLE DAHIANE DUTRA,Secretária-Executiva de Estado da Saúde,,"ASSUNTO:Aquisição de equipamentos e materiais hospitalares para fins de subsídio ao projeto IMEDIATO de abertura da UTI Neonatal no Hospital Regional de Cacoal - HRC,em caráter emergencial.",
0036.038658/2023-81,Michelma Dantas do Nascimento Higa,21/08/2023,,SEI/RO - 0041025902 - Informação,Informação nº 1874/2023/SESAU-GECOMP,"Informamos para os devidos fins, que o presente processo encontra-se nesta GECOMP para fins de Estudo Técnico Preliminar.",,"Porto Velho, 21 de agosto de 2023.",,Michelma Dantas do N. Higa,Assessora GECOMP/SESAU
0036.038658/2023-81,Assessor(a),21/08/2023,0041025902,SEI/RO - 0041025902 - Informação,Informação nº 1874/2023/SESAU-GECOMP,"Informamos para os devidos fins, que o presente processo encontra-se nesta GECOMP para fins de Estudo Técnico Preliminar.",,"Porto Velho, 21 de agosto de 2023.",,Michelma Dantas do N. Higa,Assessora GECOMP/SESAU
0036.048286/2023-00,Genival Bastos Almeida,09/11/2023,,SEI/RO - 0043379410 - Informação,Informação nº 323/2023/SESAU-CO,"Em atendimento ao Memorando 388 (0043312999), revisamos a Informação 303 (0042951205) para inclusão de especificações de novos equipamentos.","Dessa forma, segue a nova tabela abaixo, com as especificações solicitadas:",,N/A,,"Recomendo que as especificações acima não sejam alteradas, não havendo necessidade de retorno do processo para avaliações e assinaturas futuras."
0036.048286/2023-00,Engenheiro(a),09/11/2023,0043379410,SEI/RO - 0043379410 - Informação,Informação nº 323/2023/SESAU-CO,"Em atendimento ao Memorando 388 (0043312999), revisamos a Informação 303 (0042951205) para inclusão de especificações de novos equipamentos.","Dessa forma, segue a nova tabela abaixo, com as especificações solicitadas:",,N/A,,"Recomendo que as especificações acima não sejam alteradas, não havendo necessidade de retorno do processo para avaliações e assinaturas futuras."
0060.114123/2021-55,Victória Cristina Belarmino da Silva,14/09/2021,,SEI/RO - 0020638178 - Despacho,DESPACHO,De:SESAU-GECOMP,Para: SESAU-NAP,Processo Nº:  0060.114123/2021-55,Assunto:Existência de Ata de Registro de Preço.,,"Senhor,"
0060.114123/2021-55,Técnico,16/09/2021,,SEI/RO - 0020638178 - Despacho,DESPACHO,De:SESAU-GECOMP,Para: SESAU-NAP,Processo Nº:  0060.114123/2021-55,Assunto:Existência de Ata de Registro de Preço.,,"Senhor,"
0060.114123/2021-55,Técnico,16/09/2021,0020638178,SEI/RO - 0020638178 - Despacho,DESPACHO,De:SESAU-GECOMP,Para: SESAU-NAP,Processo Nº:  0060.114123/2021-55,Assunto:Existência de Ata de Registro de Preço.,,"Senhor,"
0036.465253/2021-51,NELIO DE SOUZA SANTOS,19/10/2021,,SEI/RO - 0021362833 - Autorização,Autorização,"Considerando o Memorando nº 133 (ID0021244931) fica autorizada aabertura de Processo  paraAQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE, para atender oHospital Regional de São Franciscoproveniente de Emenda de individual nº 34990015 e Proposta nº 00733.062000/1190-17 (0021245053), bem como este processo visa a execução parcial do valor de R$ 414.950,00 (quatrocentos e quatorze mil novecentos e cinquenta reais) referente aos itens que restaram fracassados e desertos no processo0036.075952/2020-21(0020940759)., ficando os atos de contratação vinculados ao atendimento das regras instituídas pelo Estatuto Nacional das Contratações Publicas,  vinculada à  dotação orçamentária específica para a realização da despesa conforme Art 7º, §2º III da Lei 8666/93.","Autorizo os setores responsáveis  dar prosseguimento para a efetivação da contratação,  que o feito seja levado à apreciação e manifestação prévia do setor jurídico quanto à legalidade. Que a presente contratação somente  se efetivará, se os procedimentos  forem considerados legais e aprovados pelo órgão de assessoria jurídica competente",,"Porto Velho, 14 de outubro de 2021.",N/A,N/A
0036.465253/2021-51,Secretário(a) Adjunto(a),19/10/2021,0021362833,SEI/RO - 0021362833 - Autorização,Autorização,"Considerando o Memorando nº 133 (ID0021244931) fica autorizada aabertura de Processo  paraAQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE, para atender oHospital Regional de São Franciscoproveniente de Emenda de individual nº 34990015 e Proposta nº 00733.062000/1190-17 (0021245053), bem como este processo visa a execução parcial do valor de R$ 414.950,00 (quatrocentos e quatorze mil novecentos e cinquenta reais) referente aos itens que restaram fracassados e desertos no processo0036.075952/2020-21(0020940759)., ficando os atos de contratação vinculados ao atendimento das regras instituídas pelo Estatuto Nacional das Contratações Publicas,  vinculada à  dotação orçamentária específica para a realização da despesa conforme Art 7º, §2º III da Lei 8666/93.","Autorizo os setores responsáveis  dar prosseguimento para a efetivação da contratação,  que o feito seja levado à apreciação e manifestação prévia do setor jurídico quanto à legalidade. Que a presente contratação somente  se efetivará, se os procedimentos  forem considerados legais e aprovados pelo órgão de assessoria jurídica competente",,"Porto Velho, 14 de outubro de 2021.",N/A,N/A
0036.584414/2021-12,SIMONE LORENA DA SILVA BESSA,13/05/2022,,SEI/RO - 0028791546 - Despacho,DESPACHO,De:HC-GENF,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,Assunto:Aquisição de Material Hospitalar,,"Senhor(a), com os cordiais cumprimentos venho através deste elencar os materiais necessários para dar continuidade os atendimentos aos pacientes deste nosocômio."
0036.584414/2021-12,Coordenador(a),13/05/2022,0028791546,SEI/RO - 0028791546 - Despacho,DESPACHO,De:HC-GENF,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,Assunto:Aquisição de Material Hospitalar,,"Senhor(a), com os cordiais cumprimentos venho através deste elencar os materiais necessários para dar continuidade os atendimentos aos pacientes deste nosocômio."
0050.071690/2022-18,Adriana Pereira,07/07/2022,,SEI/RO - 0030287861 - Despacho,DESPACHO,De:JPII-NCOMP,Para: JPII-NAP,Processo Nº:0049.133848/2021-09,Assunto:Adequação processual.,,"Senhor(a),"
0050.071690/2022-18,Chefe de Núcleo,07/07/2022,0030287861,SEI/RO - 0030287861 - Despacho,DESPACHO,De:JPII-NCOMP,Para: JPII-NAP,Processo Nº:0049.133848/2021-09,Assunto:Adequação processual.,,"Senhor(a),"
0050.072218/2022-94,Elvis Amaral Dos Santos,21/09/2022,,SEI/RO - 0032295206 - Despacho,DESPACHO,De:JPII-NAP,Para: JPII-GENF e JPII-GMED,Processo Nº:  0050.072218/2022-94,Assunto: Solicitação de especificações.,,"Senhores Gerentes,"
0050.072218/2022-94,Técnico,21/09/2022,0032295206,SEI/RO - 0032295206 - Despacho,DESPACHO,De:JPII-NAP,Para: JPII-GENF e JPII-GMED,Processo Nº:  0050.072218/2022-94,Assunto: Solicitação de especificações.,,"Senhores Gerentes,"
0036.109115/2022-75,LUANA SANTOS VIANA,02/02/2023,,SEI/RO - 0035532226 - Informação,Informação nº 508/2023/SESAU-NPPS,indicação de dotação orçamentária,"Em atenção Despacho0035225183,informa-se que a despesa requerida poderá ser programada, conforme informação abaixo:",,N/A,,N/A
0036.109115/2022-75,Técnico,02/02/2023,,SEI/RO - 0035532226 - Informação,Informação nº 508/2023/SESAU-NPPS,indicação de dotação orçamentária,"Em atenção Despacho0035225183,informa-se que a despesa requerida poderá ser programada, conforme informação abaixo:",,N/A,,N/A
0036.109115/2022-75,Técnico,02/02/2023,0035532226,SEI/RO - 0035532226 - Informação,Informação nº 508/2023/SESAU-NPPS,indicação de dotação orçamentária,"Em atenção Despacho0035225183,informa-se que a despesa requerida poderá ser programada, conforme informação abaixo:",,N/A,,N/A
0049.003281/2023-09,ANDRÉ LUIZ FERREIRA DA SILVA,06/04/2023,,SEI/RO - 0037241042 - Despacho,DESPACHO,De:HB-GAD,Para: HB-DUROL,Processo Nº:0049.003281/2023-09,Assunto: Instrução inicial.,,"Senhor(a),"
0049.003281/2023-09,Gerente,06/04/2023,,SEI/RO - 0037241042 - Despacho,DESPACHO,De:HB-GAD,Para: HB-DUROL,Processo Nº:0049.003281/2023-09,Assunto: Instrução inicial.,,"Senhor(a),"
0049.003281/2023-09,Gerente,06/04/2023,0037241042,SEI/RO - 0037241042 - Despacho,DESPACHO,De:HB-GAD,Para: HB-DUROL,Processo Nº:0049.003281/2023-09,Assunto: Instrução inicial.,,"Senhor(a),"
0036.019918/2023-10,LUCILENE KALKI,09/05/2023,,SEI/RO - 0038064559 - Despacho,DESPACHO,De:HRE-DG,Para: HRE-ASTEC,Processo Nº: 0036.019918/2023-10,Assunto:Contratação para aquisição de material permanente (mobiliário geral) conforme PAS 2023.,,
0036.019918/2023-10,Diretor(a),09/05/2023,0038064559,SEI/RO - 0038064559 - Despacho,DESPACHO,De:HRE-DG,Para: HRE-ASTEC,Processo Nº: 0036.019918/2023-10,Assunto:Contratação para aquisição de material permanente (mobiliário geral) conforme PAS 2023.,,
0036.033044/2023-11,MICHELLE DAHIANE DUTRA,21/07/2023,,SEI/RO - 0040169205 - Autorização,Autorização,"Considerando o pedido de abertura de procedimento de contratação em tela, conforme Despacho id (0040057390),fica autorizadaa abertura e o prosseguimento do pleito para as demais instruções processuais que ainda se faz necessário, ficando os atos de contratação vinculados ao atendimento das regras instituídas pelo Estatuto Nacional das Contratações Publicas, considerando o principio constitucional da isonomia, a seleção da proposta mais vantajosa para a administração e a promoção do desenvolvimento nacional sustentável, observando ainda os princípios básicos da legalidade, da impessoalidade, da moralidade, da igualdade, da publicidade, da probidade administrativa, vinculação ao instrumento convocatório, do julgamento objetivo e dos que lhes são correlatos,devendo a contratação ser vinculada à informação de que existe dotação orçamentária específica para a realização da despesa.","Determino aos setores responsáveis que elejam a forma legal e mais eficiente para a efetivação da contratação, e, sendo o caso de contratação direta, por dispensa e/ou inexigibilidade de licitação submeta o feito à apreciação e manifestação prévia do setor jurídico quanto à legalidade do feito, somente poderá se efetivar qualquer contratação, se os procedimentos levados a feito forem considerados legais e aprovados pelo órgão de assessoria jurídica competente.",,"Porto Velho, 20 de julho de 2023.",MICHELLE DAHIANE DUTRA,Secretária Executiva de Estado da Saúde - SESAU/RO
0036.033044/2023-11,Secretário(a) Executivo(a),21/07/2023,0040169205,SEI/RO - 0040169205 - Autorização,Autorização,"Considerando o pedido de abertura de procedimento de contratação em tela, conforme Despacho id (0040057390),fica autorizadaa abertura e o prosseguimento do pleito para as demais instruções processuais que ainda se faz necessário, ficando os atos de contratação vinculados ao atendimento das regras instituídas pelo Estatuto Nacional das Contratações Publicas, considerando o principio constitucional da isonomia, a seleção da proposta mais vantajosa para a administração e a promoção do desenvolvimento nacional sustentável, observando ainda os princípios básicos da legalidade, da impessoalidade, da moralidade, da igualdade, da publicidade, da probidade administrativa, vinculação ao instrumento convocatório, do julgamento objetivo e dos que lhes são correlatos,devendo a contratação ser vinculada à informação de que existe dotação orçamentária específica para a realização da despesa.","Determino aos setores responsáveis que elejam a forma legal e mais eficiente para a efetivação da contratação, e, sendo o caso de contratação direta, por dispensa e/ou inexigibilidade de licitação submeta o feito à apreciação e manifestação prévia do setor jurídico quanto à legalidade do feito, somente poderá se efetivar qualquer contratação, se os procedimentos levados a feito forem considerados legais e aprovados pelo órgão de assessoria jurídica competente.",,"Porto Velho, 20 de julho de 2023.",MICHELLE DAHIANE DUTRA,Secretária Executiva de Estado da Saúde - SESAU/RO
0036.048286/2023-00,Ernani Marques de Almeida,20/11/2023,,SEI/RO - 0043660975 - Despacho,DESPACHO,De:SESAU-GAD,Para: SESAU-GECOMP,Processo Nº:  0036.048286/2023-00,"Assunto:Pesquisa Prévia de Preços para Aquisição de Produtos de Refrigeração como Condicionadores de ar, Bebedouros, Frigobar, Geladeiras e Freezers para Atender as Unidades de Saúde e sede da Secretaria de Estado da Saúde.",,"Prezados(as) Senhores(as),"
0036.048286/2023-00,Gerente,20/11/2023,0043660975,SEI/RO - 0043660975 - Despacho,DESPACHO,De:SESAU-GAD,Para: SESAU-GECOMP,Processo Nº:  0036.048286/2023-00,"Assunto:Pesquisa Prévia de Preços para Aquisição de Produtos de Refrigeração como Condicionadores de ar, Bebedouros, Frigobar, Geladeiras e Freezers para Atender as Unidades de Saúde e sede da Secretaria de Estado da Saúde.",,"Prezados(as) Senhores(as),"
0036.465253/2021-51,Francisca Luciana Silveira,21/10/2021,,SEI/RO - 0021515546 - Despacho,DESPACHO,De: SESAU-NEEP,Para: SESAU-GAD,Processo Nº:  0036.465253/2021-51,Assunto:Execução e instrução processual,,"Senhor Gerente,"
0036.465253/2021-51,Assessor(a),21/10/2021,0021515546,SEI/RO - 0021515546 - Despacho,DESPACHO,De: SESAU-NEEP,Para: SESAU-GAD,Processo Nº:  0036.465253/2021-51,Assunto:Execução e instrução processual,,"Senhor Gerente,"
0036.584414/2021-12,Flori Menezes da Silva,13/05/2022,,SEI/RO - 0028812095 - Despacho,DESPACHO,De: HC-GMED,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,Assunto:Aquisição de Material Hospitalar,,"Senhor(a), com os cordiais cumprimentos venho através deste elencar os materiais necessários para à assistência dos pacientes deste nosocômio."
0036.584414/2021-12,Gerente,13/05/2022,0028812095,SEI/RO - 0028812095 - Despacho,DESPACHO,De: HC-GMED,Para: HC-GAD,Processo Nº:  0036.584414/2021-12,Assunto:Aquisição de Material Hospitalar,,"Senhor(a), com os cordiais cumprimentos venho através deste elencar os materiais necessários para à assistência dos pacientes deste nosocômio."
0050.071690/2022-18,Roberto Vieira da Silva,27/07/2022,,SEI/RO - 0030764391 - Estudo Técnico,Estudo Técnico,,Unidade Orçamentária:Secretaria de Estado da Saúde de Rondônia - SESAU/RO,Unidade Requisitante:Hospital e Pronto Socorro João Paulo II,,Estudo Técnico Preliminar - ETP,"Objetivando assegurar a viabilidade da contratação, bem como reunir elementos essenciais para subsidiar a elaboração do Termo de Referência -TR."
