Documento,Setor,Processo
Contrato nº 0044 (0044982105),SESAU-GECOMP,0036.038658/2023-81
V,SESAU-GECOMP,0036.038658/2023-81
Contrato nº 0431 (0044982148),SUPEL-ZETA,0036.038658/2023-81
Contrato nº 0450 (0044982185),SUPEL-NP,0036.038658/2023-81
Contrato nº 0265 (0044982262),SUPEL-CPEAP,0036.038658/2023-81
Termo de Referência 0045084746,SUPEL-CPEAP,0036.038658/2023-81
SAMS 0044094980,SUPEL-CPEAP,0036.038658/2023-81
Despacho 0044095435,SUPEL-CPEAP,0036.038658/2023-81
Despacho 0045178955,SESAU-GECOMP,0036.038658/2023-81
Despacho 0045214295,SUPEL-CAP,0036.038658/2023-81
Consulta CNPJ (0045308951),SESAU-GECOMP,0036.038658/2023-81
Cotação Banco de Preço (0045308501),SESAU-NPPS,0036.038658/2023-81
Quadro Comparativo de preço (0045307927),SESAU-NEOR,0036.038658/2023-81
Certidão 46 (0045309155),SESAU-GECOMP,0036.038658/2023-81
Aviso 34 (0045365206),SESAU-CO,0036.038658/2023-81
Despacho 0045340592,SESAU-GECOMP,0036.038658/2023-81
Despacho 0045381496,SUPEL-CAP,0036.038658/2023-81
Informação 967 (0046579624),SUPEL-CA,0036.038658/2023-81
Declaração de Adequação Financeira 0046664918,SUPEL-NP,0036.038658/2023-81
Despacho 0046921929,SUPEL-NP,0036.038658/2023-81
Informação 92 - Aprovação de Quadro (0046948687),SUPEL-NP,0036.038658/2023-81
Despacho 0046952663,SUPEL-NP,0036.038658/2023-81
VI,SUPEL-NP,0036.038658/2023-81
Despacho 0046968614,SUPEL-ZETA,0036.038658/2023-81
Despacho 0047102647,SUPEL-NP,0036.038658/2023-81
Portaria nº 28 de 15 de março de 2024 (0047218068),PGE-SESAU,0036.038658/2023-81
Instrumento Convocatório 0047218228,SUPEL-NP,0036.038658/2023-81
Informação 99 (0047227368),SESAU-GECOMP,0036.038658/2023-81
Despacho 0047232869,SUPEL-CPEAP,0036.038658/2023-81
Certidão 716 (0047347003),SESAU-GECOMP,0036.038658/2023-81
Despacho 0047374917,SESAU-GECOMP,0036.038658/2023-81
Despacho 0047378188,SESAU-GECOMP,0036.038658/2023-81
Parecer 239 (0047749153),SESAU-GECOMP,0036.038658/2023-81
Despacho 0047778242,SESAU-GECOMP,0036.038658/2023-81
Justificativa 0047799150,SESAU-GECOMP,0036.038658/2023-81
Despacho 0047806571,SESAU-GECOMP,0036.038658/2023-81
Informação 1207 (0047811422),SESAU-CO,0036.038658/2023-81
Portaria nº 2550 de 16 de abril de 2024 (0047887184),SESAU-GECOMP,0036.038658/2023-81
Portaria nº 1464 de 05 de março de 2024 (0047887394),SESAU-GECOMP,0036.038658/2023-81
Estudo Técnico Preliminar (0047888250),SESAU-GECOMP,0036.038658/2023-81
Mapa de Risco 9 (0047846072),SESAU-GECOMP,0036.038658/2023-81
Certidão 261 (0047850249),SESAU-GECOMP,0036.038658/2023-81
Informação 1243 (0047850845),SUPEL-NP,0036.038658/2023-81
VII,SUPEL-NP,0036.038658/2023-81
Nota Técnica 30 (0048027929),SUPEL-NP,0036.038658/2023-81
Requisição 0048038384,SUPEL-NP,0036.038658/2023-81
Informação 1423 (0048154486),SUPEL-NP,0036.038658/2023-81
Termo de Referência DESCONSIDERAR (0047797939),SUPEL-NP,0036.038658/2023-81
Termo de Referência 0048849338,SUPEL-NP,0036.038658/2023-81
Despacho 0047789752,SUPEL-NP,0036.038658/2023-81
Portaria n. 50/2024 - SUPEL (0049112184),SUPEL-ZETA,0036.038658/2023-81
Instrumento Convocatório 0049112262,SUPEL-NP,0036.038658/2023-81
Relação de Itens - Compras Governamentais (0049123360),SUPEL-NP,0036.038658/2023-81
Aviso de licitação 152 (0049120348),SUPEL-NP,0036.038658/2023-81
Termo de Juntada 0049120566,SUPEL-NP,0036.038658/2023-81
Despacho 0049125031,SUPEL-CA,0036.038658/2023-81
Certidão 1122 (0049148188),SUPEL-CA,0036.038658/2023-81
Despacho 0049245710,SUPEL-ZETA,0036.038658/2023-81
Despacho 0049349397,SUPEL-ZETA,0036.038658/2023-81
Publicação do Aviso 152 (0049443691),SESAU-GECOMP,0036.038658/2023-81
Publicação do Aviso 152 - DOU (0049443749),SESAU-CO,0036.038658/2023-81
Despacho 0049443783,SESAU-GECOMP,0036.038658/2023-81
Certidão 1192 (0049466498),SUPEL-ZETA,0036.038658/2023-81
Despacho 0049493927,SESAU-GECOMP,0036.038658/2023-81
VIII,SUPEL-ZETA,0036.038658/2023-81
Informação 130 (0049645501),SUPEL-ZETA,0036.038658/2023-81
Proposta LOTE 1 - Empresa JK ENERGIA LTDA (0049984883),SESAU-GECOMP,0036.038658/2023-81
Despacho 0049985104,SESAU-CO,0036.038658/2023-81
Despacho 0049996517,SESAU-GECOMP,0036.038658/2023-81
Parecer 72 (0050083194),SUPEL-ZETA,0036.038658/2023-81
Despacho 0050121729,SUPEL-ZETA,0036.038658/2023-81
Informação Retorno de Sessão (Solicitar Hab) (0050160286),SUPEL-ZETA,0036.038658/2023-81
Ofício 31949 (0050548989),SUPEL-ZETA,0036.038658/2023-81
Proposta LOTE 1 - Empresa TIAGO G DA SILVA (0050549352),SUPEL-ZETA,0036.038658/2023-81
Despacho 0050549367,SUPEL-CA,0036.038658/2023-81
Despacho 0050564208,SUPEL-NP,0036.038658/2023-81
Parecer 80 (0050593122),SUPEL-NP,0036.038658/2023-81
Despacho 0050652363,SUPEL-NP,0036.038658/2023-81
Informação Retorno de Sessão (Habilitação) (0050698268),SUPEL-NP,0036.038658/2023-81
Termo de Aceite (0050793186),SUPEL-NP,0036.038658/2023-81
Proposta e Habilitação - TIAGO G DA SILVA (0050793374),SUPEL-CAP,0036.038658/2023-81
Termo de Julgamento (0050793278),SUPEL-CAP,0036.038658/2023-81
Despacho 0050794299,SUPEL-GCF,0036.038658/2023-81
Despacho 0050798278,SESAU-GECOMP,0036.038658/2023-81
Relatório Final - PE nº 97/2024/SUPEL (0050866399),SESAU-NAP,0036.038658/2023-81
IX,SESAU-NAP,0036.038658/2023-81
Relatório das publicações - PE nº 97/2024/SUPEL (0050866421),SESAU-NAP,0036.038658/2023-81
Certidão 1434 (0050866436),SESAU-NAP,0036.038658/2023-81
Despacho 0050866585,SESAU-NAP,0036.038658/2023-81
Certidão 1451 (0050910565),SESAU-NAP,0036.038658/2023-81
Despacho 0050930289,SESAU-NAP,0036.038658/2023-81
Despacho 0050931190,SESAU-NPPS,0036.038658/2023-81
Certidão 108 (0050938653),SESAU-SC,0036.038658/2023-81
Despacho 0050987842,SESAU-NEOR,0036.038658/2023-81
Anexo consultarSituacaoFornecedor_20271093000104_2024-0 (0051190331),SESAU-NEOR,0036.038658/2023-81
Anexo TIAGO G-TRIBUTOS E DE RENDAS MUNICIPAIS (0051202901),SESAU-NEOR,0036.038658/2023-81
Análise 309 (0051182635),SESAU-SC,0036.038658/2023-81
Termo de Homologação 0051182687,SESAU-SC,0036.038658/2023-81
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0051182728),SESAU-SC,0036.038658/2023-81
Publicação Homologação ComprasNet (0051182766),SESAU-CO,0036.038658/2023-81
Despacho 0051205473,SESAU-SC,0036.038658/2023-81
Informação 3477 (0051286145),SESAU-SC,0036.038658/2023-81
Certidão de regularidade (0051667946),SESAU-SC,0036.038658/2023-81
NE - Nota de Empenho 0051394618,PGE-SESAU,0036.038658/2023-81
NE - Nota de Empenho 0051395740,PGE-SESAU,0036.038658/2023-81
Despacho 0051395771,PGE-SESAU,0036.038658/2023-81
X,PGE-PA,0036.038658/2023-81
Adendo Documentos de Habilitação - Tiago (0051802476),PGE-PA,0036.038658/2023-81
Parecer 95 desconsiderar (0051656430),SESAU-SC,0036.038658/2023-81
Despacho 0051802651,SESAU-SC,0036.038658/2023-81
0036.109115/2022-75,HRSF-DG,0036.109115/2022-75
I,SESAU-SADJ,0036.109115/2022-75
Ofício 30170 (0034202583),SESAU-GECOMP,0036.109115/2022-75
Despacho 0034218485,HRSF-ASTEC,0036.109115/2022-75
Despacho 0034938339,SESAU-GECOMP,0036.109115/2022-75
Despacho 0035067997,SESAU-NPPS,0036.109115/2022-75
Despacho 0035225183,SESAU-GECOMP,0036.109115/2022-75
Informação 508 (0035532226),HRSF-ASTEC,0036.109115/2022-75
Despacho 0035555150,HRSF-ASTEC,0036.109115/2022-75
Despacho 0035597386,SESAU-GECOMP,0036.109115/2022-75
Portaria (0035614399),SESAU-NPPS,0036.109115/2022-75
Memorando 433 (0037314741),SESAU-GECOMP,0036.109115/2022-75
Informação 1509 (0037351053),HRSF-ASTEC,0036.109115/2022-75
Informação 661 (0037355049),HRSF-ASTEC,0036.109115/2022-75
Despacho 0037919083,HRSF-ASTEC,0036.109115/2022-75
Planilha Viagens de Novembro e Dezembro 2022 (0037988420),SESAU-GECOMP,0036.109115/2022-75
Planilha Viagens de Dezembro 2022 á Abril 2023 (0037988478),HRSF-ASTEC,0036.109115/2022-75
Despacho 0038043788,SESAU-GECOMP,0036.109115/2022-75
Despacho 0038045334,SESAU-GECOMP,0036.109115/2022-75
Despacho 0038058013,SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico - DESCONSIDERAR (0037965782),SESAU-GECOMP,0036.109115/2022-75
Informação 896 - DISPONIBIL. BLOCO ASS. (0038233641),SESAU-GECOMP,0036.109115/2022-75
II,SESAU-GECOMP,0036.109115/2022-75
Informação 937 (0038397213),SESAU-GECOMP,0036.109115/2022-75
Memorando 584 (0038416937),SESAU-GECOMP,0036.109115/2022-75
Autorização 0038416978,SESAU-GECOMP,0036.109115/2022-75
Certidão 140 PROCESSUAL (0038540579),SESAU-GECOMP,0036.109115/2022-75
Adendo Inclusão da POC no processo (0040369571),POC-GAD,0036.109115/2022-75
Informação 1587 - INCLUSÃO DE UNIDADE H. (0040369590),POC-GAD,0036.109115/2022-75
Despacho 0040748709,SESAU-GECOMP,0036.109115/2022-75
Justificativa 0040805422,SESAU-GECOMP,0036.109115/2022-75
Despacho 0040807142,SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico - DESCONSIDERAR (0040742582),SESAU-GECOMP,0036.109115/2022-75
Informação 1831 - DISPONIBIL. BLOCO ASS. (0040917994),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda HB (0041187135),HB-DG,0036.109115/2022-75
Informação 1955 - INCLUSÃO DE UNIDADE H. (0041187312),HB-GAB,0036.109115/2022-75
Despacho 0041199201,SESAU-GECOMP,0036.109115/2022-75
Despacho 0041242065,SESAU-GECOMP,0036.109115/2022-75
Despacho 0041247681,SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico - DESCONSIDERAR (0041197530),HRSF-ASTEC,0036.109115/2022-75
Informação 2173 - DISPONIBIL. BLOCO ASS. (0041671828),HRSF-ASTEC,0036.109115/2022-75
Despacho 0041882061,SESAU-GECOMP,0036.109115/2022-75
Errata 0041952291,SESAU-GECOMP,0036.109115/2022-75
III,HB-DG,0036.109115/2022-75
Despacho 0041955118,SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico Preliminar - DESCONSIDERAR (0041982654),HB-TRANSINTER,0036.109115/2022-75
Informação 2273 - DISPONIBIL. BLOCO ASS. (0041986326),HB-TRANSINTER,0036.109115/2022-75
Informação 86 (0041991927),HB-GAB,0036.109115/2022-75
Informação 2277 - DISPONIBIL. BLOCO ASS. (0042002699),SESAU-GECOMP,0036.109115/2022-75
Informação 01 (0042076702),SESAU-GECOMP,0036.109115/2022-75
Despacho 0042077961,SESAU-GECOMP,0036.109115/2022-75
Despacho 0042081340,SESAU-GECOMP,0036.109115/2022-75
Informação 2319 - DISPONIBIL. BLOCO ASS. (0042095952),SESAU-GECOMP,0036.109115/2022-75
Informação 2365 (0042195790),SESAU-GECOMP,0036.109115/2022-75
Despacho SESAU-GAD (deliberação processual) (0044346489),SESAU-GECOMP,0036.109115/2022-75
Informação 2867 PROCESSUAL (0043942333),SESAU-GECOMP,0036.109115/2022-75
Informação 2866 - ELABORAÇÃO ETP (0043942198),SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0044116778),SESAU-GECOMP,0036.109115/2022-75
Informação 2904 - DESCONSIDERAR (0044117483),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda HRB (0044139771),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda HEURO (0044140751),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda HRC (0044141179),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda CEMETRON (0044141436),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda JPII (0044141641),SESAU-NPPS,0036.109115/2022-75
IV,SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0044331808),CEMETRON-DG,0036.109115/2022-75
Informação 2951 - PESQ. PREÇO (0044335897),HRC-DG,0036.109115/2022-75
Despacho 0044359154,HB-DG,0036.109115/2022-75
Informação 5995 - DOTAÇÃO ORÇ. (0044377742),HRSF-ASTEC,0036.109115/2022-75
Memorando 1408 - MANIFESTAÇÃO (0044474708),JPII-NCOMP,0036.109115/2022-75
Documento de Oficialização de Demanda 5 (0044508829),HEURO-ASGAB,0036.109115/2022-75
Despacho 0044512251,POC-GAD,0036.109115/2022-75
Despacho 0044513275,COHREC-COAD,0036.109115/2022-75
Despacho 0044514685,COHREC-NTRAN,0036.109115/2022-75
Despacho 0044521907,COHREC-NTRAN,0036.109115/2022-75
Despacho 0044531944,SESAU-GECOMP,0036.109115/2022-75
Despacho 0044538343,HB-GAB,0036.109115/2022-75
Despacho 0044544020,COHREC-COAD,0036.109115/2022-75
Documento de Oficialização de Demanda 5 (0044554417),JPII-NCOMP,0036.109115/2022-75
Despacho 0044585131,HB-DG,0036.109115/2022-75
Memorando 1424 - REITERAÇÃO DE MANIFESTAÇÃO (0044620114),SESAU-HRB,0036.109115/2022-75
Despacho 0044639117,SESAU-GECOMP,0036.109115/2022-75
Despacho 0044646377,SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda 34 (0044647315),SESAU-GECOMP,0036.109115/2022-75
Despacho 0044649544,SESAU-GECOMP,0036.109115/2022-75
V,SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda 4 (0044658929),SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico HRRO (0044679230),SAMD-COORD,0036.109115/2022-75
Estudo Técnico HRE (0044679363),SESAU-GECOMP,0036.109115/2022-75
Despacho AMI (0044679519),SESAU-GECOMP,0036.109115/2022-75
Informação 3051 PROCESSUAL (0044678863),SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0044677937),SESAU-GECOMP,0036.109115/2022-75
Informação 3056 - PESQ. PREÇO (0044689157),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda 4 (0044800092),SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0044816474),HRE-DG,0036.109115/2022-75
Informação 3083 - PESQ. PREÇO (0044816698),SESAU-GECOMP,0036.109115/2022-75
E-mail - DESCONSIDERAR (0044955951),SESAU-GECOMP,0036.109115/2022-75
E-mail - DESCONSIDERAR (0045010851),SESAU-GECOMP,0036.109115/2022-75
Informação 63 - QUESTIONAMENTO Empresa (0045011055),SESAU-GECOMP,0036.109115/2022-75
Informação 66 - RESPOSTA 0045010851 (0045013568),SESAU-GECOMP,0036.109115/2022-75
Documento de Oficialização de Demanda 1 (0045011025),SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0045016830),SESAU-GECOMP,0036.109115/2022-75
Informação 68 - DESCONSIDERAR (0045016954),SESAU-GECOMP,0036.109115/2022-75
E-mail - DESCONSIDERAR (0045087179),SESAU-GECOMP,0036.109115/2022-75
E-mail - DESCONSIDERAR (0045034800),SESAU-GECOMP,0036.109115/2022-75
Informação 79 - DESCONSIDERAR (0045034958),SESAU-GECOMP,0036.109115/2022-75
VI,SESAU-GECOMP,0036.109115/2022-75
Informação 84 - RESPOSTA 0045034800 (0045049577),HRC-DG,0036.109115/2022-75
Certidão 12 - COTAÇÃO (0045082160),JPII-GAD,0036.109115/2022-75
Proposta - DESCONSIDERAR (0045040004),SESAU-GECOMP,0036.109115/2022-75
Proposta - DESCONSIDERAR (0045051499),HB-DG,0036.109115/2022-75
Proposta - DESCONSIDERAR (0045078063),SESAU-GECOMP,0036.109115/2022-75
Relatório - DESCONSIDERAR (0045041192),SESAU-GECOMP,0036.109115/2022-75
Memorando 30 - COMISSÃO DE PLANEJ. (0045164314),HRSF-ASTEC,0036.109115/2022-75
Despacho - COMISSÃO DE PLANEJ. (0045184131),SESAU-GECOMP,0036.109115/2022-75
Memorando 4 - COMISSÃO DE PLANEJ. (0045191095),SESAU-GECOMP,0036.109115/2022-75
Despacho - MANIFESTAÇÃO (0045196310),SESAU-GECOMP,0036.109115/2022-75
Despacho - COMISSÃO DE PLANEJ. (0045292941),SESAU-GECOMP,0036.109115/2022-75
Portaria 330 (0045196983),SESAU-GECOMP,0036.109115/2022-75
Publicação - Portaria nº 330/2024/SESAU (0045431890),SESAU-GECOMP,0036.109115/2022-75
Despacho - ALT. QTDE (HRSF) (0045225215),SESAU-GECOMP,0036.109115/2022-75
SAMS - DESCONSIDERAR (0045232487),SESAU-GECOMP,0036.109115/2022-75
Informação 151 - DESCONSIDERAR (0045231205),SESAU-GECOMP,0036.109115/2022-75
E-mail - COTAÇÃO (0045323153),SESAU-GECOMP,0036.109115/2022-75
E-mail - QUESTIONAMENTO EMPRESA LIFE NORTH (0045334012),SESAU-GECOMP,0036.109115/2022-75
Informação 191 - QUESTIONAMENTO Empresa (0045334106),SESAU-GECOMP,0036.109115/2022-75
Informação 199 - RESPOSTA 0045334012 (0045352019),SESAU-GECOMP,0036.109115/2022-75
VII,SESAU-NRS,0036.109115/2022-75
Adendo - BANCO DE PREÇO (0045103171),SESAU-GECOMP,0036.109115/2022-75
Proposta - EMPRESA UNI-SOS (0045353341),SESAU-GECOMP,0036.109115/2022-75
Proposta - EMPRESA LIFE NORTH (0045398946),SESAU-GECOMP,0036.109115/2022-75
Proposta - EMPRESA INSTRUAUD (0045409454),SESAU-GECOMP,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0045419405),SESAU-GECOMP,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0045419503),SESAU-GECOMP,0036.109115/2022-75
Informação 228 (0045425597),SESAU-GECOMP,0036.109115/2022-75
Despacho 0045470685,SESAU-GECOMP,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0045497903),SESAU-GECOMP,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0045497961),SESAU-GECOMP,0036.109115/2022-75
Cotação de Referência - DESCONSIDERAR (0045419533),SESAU-GECOMP,0036.109115/2022-75
Informação 280 Planilha de Custos - DESCONSIDERAR (0045512443),SESAU-GECOMP,0036.109115/2022-75
Relatório de Pesquisa de Preço (0045409555),SESAU-GECOMP,0036.109115/2022-75
Relatório de Pesquisa de Preço (0045663116),SESAU-GECOMP,0036.109115/2022-75
Estudo Técnico Preliminar (0045676780),SESAU-GECOMP,0036.109115/2022-75
Certidão 67 (0045606009),HRC-DG,0036.109115/2022-75
Informação 345 - DISPONIBIL. BLOCO ASS. (0045677351),SESAU-GECOMP,0036.109115/2022-75
Errata ETP (0045775876),SUPEL-CAP,0036.109115/2022-75
Informação 420 (0045837766),SUPEL-CAP,0036.109115/2022-75
Estudo FGV-SESAU (0045845711),SUPEL-NP,0036.109115/2022-75
VIII,SUPEL-CA,0036.109115/2022-75
Termo de Referência 0045838800,SUPEL-CA,0036.109115/2022-75
SAMS 0045838826,SUPEL-DELTA,0036.109115/2022-75
Informação 422 - DISPONIBIL. BLOCO ASS. (0045838845),SUPEL-UPSILON,0036.109115/2022-75
Informação 15 (0045957481),SUPEL-ATP,0036.109115/2022-75
Ofício 6045 (0046002437),SUPEL-CA,0036.109115/2022-75
Análise 74 (0046019765),SUPEL-UPSILON,0036.109115/2022-75
Despacho 0046026043,SESAU-GECOMP,0036.109115/2022-75
Despacho 0046237479,SESAU-GECOMP,0036.109115/2022-75
Despacho 0046326872,SESAU-GECOMP,0036.109115/2022-75
Portaria (0046327110),SESAU-GECOMP,0036.109115/2022-75
Certidão 5 (0046508861),SESAU-GECOMP,0036.109115/2022-75
Análise 1 (0046637754),SESAU-GECOMP,0036.109115/2022-75
Despacho 0046524889,SESAU-GECOMP,0036.109115/2022-75
Informação 69 (0046600007),SESAU-GECOMP,0036.109115/2022-75
Despacho 0046659062,SESAU-GECOMP,0036.109115/2022-75
Informação 1069 (0047582303),SESAU-GECOMP,0036.109115/2022-75
Adendo Matriz de Riscos (0047610584),SESAU-GECOMP,0036.109115/2022-75
Justificativa 0047586981,SESAU-GECOMP,0036.109115/2022-75
Certidão 239 (0047592193),SUPEL-UPSILON,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0047643427),SESAU-GECOMP,0036.109115/2022-75
IX,SUPEL-ATP,0036.109115/2022-75
Planilha de Referência - DESCONSIDERAR (0047643462),SUPEL-UPSILON,0036.109115/2022-75
Cotação de Referência - DESCONSIDERAR (0047643506),SUPEL-CPEAP,0036.109115/2022-75
Informação 1011 (0047432771),SUPEL-UPSILON,0036.109115/2022-75
Termo de Referência DESCONSIDERAR (0046910158),SUPEL-CAP,0036.109115/2022-75
Despacho DESCONSIDERAR (0047601856),SESAU-GECOMP,0036.109115/2022-75
Termo de Referência 0047718484,SESAU-NEOR,0036.109115/2022-75
Despacho 0047719599,SESAU-NPPS,0036.109115/2022-75
Despacho 0047791427,SESAU-NEOR,0036.109115/2022-75
Ofício 19078 (0048281914),SESAU-GECOMP,0036.109115/2022-75
Despacho 0048314431,SUPEL-CAP,0036.109115/2022-75
Despacho 0048331424,SUPEL-CA,0036.109115/2022-75
Despacho 0048358213,SUPEL-UPSILON,0036.109115/2022-75
Despacho 0048386580,SUPEL-UPSILON,0036.109115/2022-75
Despacho 0048451128,SUPEL-UPSILON,0036.109115/2022-75
Despacho 0048452468,PGE-SESAU,0036.109115/2022-75
Despacho 0049338190,PGE-SESAU,0036.109115/2022-75
Informação 2465 (0049340475),SESAU-GECOMP,0036.109115/2022-75
Declaração de Adequação Financeira 0048747465,SUPEL-GAB,0036.109115/2022-75
Despacho 0049537438,SUPEL-CA,0036.109115/2022-75
Despacho 0049628307,SUPEL-CA,0036.109115/2022-75
X,SUPEL-UPSILON,0036.109115/2022-75
Despacho 0049685934,SESAU-GECOMP,0036.109115/2022-75
Instrumento Convocatório 0049699669,PGE-ASSESADM,0036.109115/2022-75
Despacho 0049703369,SESAU-GECOMP,0036.109115/2022-75
Certidão 43 (0049786273),SESAU-GECOMP,0036.109115/2022-75
Parecer 405 (0050173087),SESAU-GECOMP,0036.109115/2022-75
Despacho 0050349488,HB-DG,0036.109115/2022-75
Ofício 33801 (0050842358),HRC-DG,0036.109115/2022-75
Informação 91 (0050879606),COHREC-COAD,0036.109115/2022-75
Informação 147 (0050918289),HC-GAD,0036.109115/2022-75
Despacho 0050918478,HC-GAD,0036.109115/2022-75
Despacho 0050919029,COHREC-NTRAN,0036.109115/2022-75
Informação 3491 (0050994731),COHREC-NTRAN,0036.109115/2022-75
Despacho 0051012531,COHREC-NTRAN,0036.109115/2022-75
Certidão 438 (0051271369),COHREC-NTRAN,0036.109115/2022-75
Informação 3825 (0051354702),COHREC-NTRAN,0036.109115/2022-75
Memorando 1269 (0051474942),COHREC-COAD,0036.109115/2022-75
Despacho 0051495305,JPII-DG,0036.109115/2022-75
Despacho 0051495411,JPII-GAD,0036.109115/2022-75
Despacho 0051506662,AMI-COORD,0036.109115/2022-75
