Documento,Setor,Processo,Protocolo
Despacho 0043651017,SESAU-GECOMP,0036.038658/2023-81,0043651017
E-mail - AOS FORNECEDORES (0043690066),SESAU-GECOMP,0036.038658/2023-81,0043690066
Proposta - SL ENERGIA (0043833244),SESAU-GECOMP,0036.038658/2023-81,0043833244
E-mail - REITERAÇÃO AOS FORNECEDORES (0044063216),SESAU-GECOMP,0036.038658/2023-81,0044063216
Termo de Referência 0044093739,SESAU-CO,0036.038658/2023-81,0044093739
Adendo - QUESTIONAMENTO DA EMPRESA ROVEMA (0044327226),SESAU-GECOMP,0036.038658/2023-81,0044327226
Despacho 0044329107,SESAU-GECOMP,0036.038658/2023-81,0044329107
Despacho 0044340453,SESAU-GECOMP,0036.038658/2023-81,0044340453
Despacho 0044343353,SESAU-GECOMP,0036.038658/2023-81,0044343353
Informação 2960 (0044346405),SESAU-SC,0036.038658/2023-81,0044346405
Proposta - EMPRESA ROVEMA ENERGIA (0044462591),SESAU-SC,0036.038658/2023-81,0044462591
Despacho 0044888904,SESAU-SC,0036.038658/2023-81,0044888904
Despacho 0044906168,SESAU-SC,0036.038658/2023-81,0044906168
Despacho 0044888960,SESAU-SC,0036.038658/2023-81,0044888960
Despacho 0044939080,SESAU-SC,0036.038658/2023-81,0044939080
Contrato nº 238 (0044981137),SESAU-SC,0036.038658/2023-81,0044981137
Contrato nº cnt/0868 (0044981201),SESAU-SC,0036.038658/2023-81,0044981201
Contrato nº 0604 (0044981278),SESAU-SC,0036.038658/2023-81,0044981278
Contrato nº cnt/0962 (0044981337),SESAU-SC,0036.038658/2023-81,0044981337
Contrato nº cnt/1190 (0044981399),SESAU-SC,0036.038658/2023-81,0044981399
Contrato nº 979 (0044981444),SESAU-SC,0036.038658/2023-81,0044981444
Contrato nº cnt/0905 (0044981486),SESAU-SC,0036.038658/2023-81,0044981486
Contrato nº cnt/1165 (0044981767),SESAU-SC,0036.038658/2023-81,0044981767
Contrato nº cnt/1218 (0044981803),SESAU-SC,0036.038658/2023-81,0044981803
Contrato nº cnt/0792 (0044981954),SESAU-SC,0036.038658/2023-81,0044981954
Contrato nº 209 (0044982040),SESAU-GECOMP,0036.038658/2023-81,0044982040
Contrato nº 0044 (0044982105),SESAU-GECOMP,0036.038658/2023-81,0044982105
Contrato nº 0431 (0044982148),SUPEL-ZETA,0036.038658/2023-81,0044982148
Contrato nº 0450 (0044982185),SUPEL-NP,0036.038658/2023-81,0044982185
Contrato nº 0265 (0044982262),SUPEL-CPEAP,0036.038658/2023-81,0044982262
Termo de Referência 0045084746,SUPEL-CPEAP,0036.038658/2023-81,0045084746
SAMS 0044094980,SUPEL-CPEAP,0036.038658/2023-81,0044094980
Despacho 0044095435,SUPEL-CPEAP,0036.038658/2023-81,0044095435
Despacho 0045178955,SESAU-GECOMP,0036.038658/2023-81,0045178955
Despacho 0045214295,SUPEL-CAP,0036.038658/2023-81,0045214295
Consulta CNPJ (0045308951),SESAU-GECOMP,0036.038658/2023-81,0045308951
Cotação Banco de Preço (0045308501),SESAU-NPPS,0036.038658/2023-81,0045308501
Quadro Comparativo de preço (0045307927),SESAU-NEOR,0036.038658/2023-81,0045307927
Certidão 46 (0045309155),SESAU-GECOMP,0036.038658/2023-81,0045309155
Aviso 34 (0045365206),SESAU-CO,0036.038658/2023-81,0045365206
Despacho 0045340592,SESAU-GECOMP,0036.038658/2023-81,0045340592
Despacho 0045381496,SUPEL-CAP,0036.038658/2023-81,0045381496
Informação 967 (0046579624),SUPEL-CA,0036.038658/2023-81,0046579624
Declaração de Adequação Financeira 0046664918,SUPEL-NP,0036.038658/2023-81,0046664918
Despacho 0046921929,SUPEL-NP,0036.038658/2023-81,0046921929
Informação 92 - Aprovação de Quadro (0046948687),SUPEL-NP,0036.038658/2023-81,0046948687
Despacho 0046952663,SUPEL-NP,0036.038658/2023-81,0046952663
Despacho 0046968614,SUPEL-ZETA,0036.038658/2023-81,0046968614
Despacho 0047102647,SUPEL-NP,0036.038658/2023-81,0047102647
Portaria nº 28 de 15 de março de 2024 (0047218068),PGE-SESAU,0036.038658/2023-81,0047218068
Instrumento Convocatório 0047218228,SUPEL-NP,0036.038658/2023-81,0047218228
Informação 99 (0047227368),SESAU-GECOMP,0036.038658/2023-81,0047227368
Despacho 0047232869,SUPEL-CPEAP,0036.038658/2023-81,0047232869
Certidão 716 (0047347003),SESAU-GECOMP,0036.038658/2023-81,0047347003
Despacho 0047374917,SESAU-GECOMP,0036.038658/2023-81,0047374917
Despacho 0047378188,SESAU-GECOMP,0036.038658/2023-81,0047378188
Parecer 239 (0047749153),SESAU-GECOMP,0036.038658/2023-81,0047749153
Despacho 0047778242,SESAU-GECOMP,0036.038658/2023-81,0047778242
Justificativa 0047799150,SESAU-GECOMP,0036.038658/2023-81,0047799150
Despacho 0047806571,SESAU-GECOMP,0036.038658/2023-81,0047806571
Informação 1207 (0047811422),SESAU-CO,0036.038658/2023-81,0047811422
Portaria nº 2550 de 16 de abril de 2024 (0047887184),SESAU-GECOMP,0036.038658/2023-81,0047887184
Portaria nº 1464 de 05 de março de 2024 (0047887394),SESAU-GECOMP,0036.038658/2023-81,0047887394
Estudo Técnico Preliminar (0047888250),SESAU-GECOMP,0036.038658/2023-81,0047888250
Mapa de Risco 9 (0047846072),SESAU-GECOMP,0036.038658/2023-81,0047846072
Certidão 261 (0047850249),SESAU-GECOMP,0036.038658/2023-81,0047850249
Informação 1243 (0047850845),SUPEL-NP,0036.038658/2023-81,0047850845
Nota Técnica 30 (0048027929),SUPEL-NP,0036.038658/2023-81,0048027929
Requisição 0048038384,SUPEL-NP,0036.038658/2023-81,0048038384
Informação 1423 (0048154486),SUPEL-NP,0036.038658/2023-81,0048154486
Termo de Referência DESCONSIDERAR (0047797939),SUPEL-NP,0036.038658/2023-81,0047797939
Termo de Referência 0048849338,SUPEL-NP,0036.038658/2023-81,0048849338
Despacho 0047789752,SUPEL-NP,0036.038658/2023-81,0047789752
Portaria n. 50/2024 - SUPEL (0049112184),SUPEL-ZETA,0036.038658/2023-81,0049112184
Instrumento Convocatório 0049112262,SUPEL-NP,0036.038658/2023-81,0049112262
Relação de Itens - Compras Governamentais (0049123360),SUPEL-NP,0036.038658/2023-81,0049123360
Aviso de licitação 152 (0049120348),SUPEL-NP,0036.038658/2023-81,0049120348
Termo de Juntada 0049120566,SUPEL-NP,0036.038658/2023-81,0049120566
Despacho 0049125031,SUPEL-CA,0036.038658/2023-81,0049125031
Certidão 1122 (0049148188),SUPEL-CA,0036.038658/2023-81,0049148188
Despacho 0049245710,SUPEL-ZETA,0036.038658/2023-81,0049245710
Despacho 0049349397,SUPEL-ZETA,0036.038658/2023-81,0049349397
Publicação do Aviso 152 (0049443691),SESAU-GECOMP,0036.038658/2023-81,0049443691
Publicação do Aviso 152 - DOU (0049443749),SESAU-CO,0036.038658/2023-81,0049443749
Despacho 0049443783,SESAU-GECOMP,0036.038658/2023-81,0049443783
Certidão 1192 (0049466498),SUPEL-ZETA,0036.038658/2023-81,0049466498
Despacho 0049493927,SESAU-GECOMP,0036.038658/2023-81,0049493927
Informação 130 (0049645501),SUPEL-ZETA,0036.038658/2023-81,0049645501
Proposta LOTE 1 - Empresa JK ENERGIA LTDA (0049984883),SESAU-GECOMP,0036.038658/2023-81,0049984883
Despacho 0049985104,SESAU-CO,0036.038658/2023-81,0049985104
Despacho 0049996517,SESAU-GECOMP,0036.038658/2023-81,0049996517
Parecer 72 (0050083194),SUPEL-ZETA,0036.038658/2023-81,0050083194
Despacho 0050121729,SUPEL-ZETA,0036.038658/2023-81,0050121729
Informação Retorno de Sessão (Solicitar Hab) (0050160286),SUPEL-ZETA,0036.038658/2023-81,0050160286
Ofício 31949 (0050548989),SUPEL-ZETA,0036.038658/2023-81,0050548989
Proposta LOTE 1 - Empresa TIAGO G DA SILVA (0050549352),SUPEL-ZETA,0036.038658/2023-81,0050549352
Despacho 0050549367,SUPEL-CA,0036.038658/2023-81,0050549367
Despacho 0050564208,SUPEL-NP,0036.038658/2023-81,0050564208
Parecer 80 (0050593122),SUPEL-NP,0036.038658/2023-81,0050593122
Despacho 0050652363,SUPEL-NP,0036.038658/2023-81,0050652363
Informação Retorno de Sessão (Habilitação) (0050698268),SUPEL-NP,0036.038658/2023-81,0050698268
Termo de Aceite (0050793186),SUPEL-NP,0036.038658/2023-81,0050793186
Proposta e Habilitação - TIAGO G DA SILVA (0050793374),SUPEL-CAP,0036.038658/2023-81,0050793374
Termo de Julgamento (0050793278),SUPEL-CAP,0036.038658/2023-81,0050793278
Despacho 0050794299,SUPEL-GCF,0036.038658/2023-81,0050794299
Despacho 0050798278,SESAU-GECOMP,0036.038658/2023-81,0050798278
Relatório Final - PE nº 97/2024/SUPEL (0050866399),SESAU-NAP,0036.038658/2023-81,0050866399
Relatório das publicações - PE nº 97/2024/SUPEL (0050866421),SESAU-NAP,0036.038658/2023-81,0050866421
Certidão 1434 (0050866436),SESAU-NAP,0036.038658/2023-81,0050866436
Despacho 0050866585,SESAU-NAP,0036.038658/2023-81,0050866585
Certidão 1451 (0050910565),SESAU-NAP,0036.038658/2023-81,0050910565
Despacho 0050930289,SESAU-NAP,0036.038658/2023-81,0050930289
Despacho 0050931190,SESAU-NPPS,0036.038658/2023-81,0050931190
Certidão 108 (0050938653),SESAU-SC,0036.038658/2023-81,0050938653
Despacho 0050987842,SESAU-NEOR,0036.038658/2023-81,0050987842
Anexo consultarSituacaoFornecedor_20271093000104_2024-0 (0051190331),SESAU-NEOR,0036.038658/2023-81,0051190331
Anexo TIAGO G-TRIBUTOS E DE RENDAS MUNICIPAIS (0051202901),SESAU-NEOR,0036.038658/2023-81,0051202901
Análise 309 (0051182635),SESAU-SC,0036.038658/2023-81,0051182635
Termo de Homologação 0051182687,SESAU-SC,0036.038658/2023-81,0051182687
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0051182728),SESAU-SC,0036.038658/2023-81,0051182728
Publicação Homologação ComprasNet (0051182766),SESAU-CO,0036.038658/2023-81,0051182766
Despacho 0051205473,SESAU-SC,0036.038658/2023-81,0051205473
Informação 3477 (0051286145),SESAU-SC,0036.038658/2023-81,0051286145
Certidão de regularidade (0051667946),SESAU-SC,0036.038658/2023-81,0051667946
NE - Nota de Empenho 0051394618,PGE-SESAU,0036.038658/2023-81,0051394618
NE - Nota de Empenho 0051395740,PGE-SESAU,0036.038658/2023-81,0051395740
Despacho 0051395771,PGE-SESAU,0036.038658/2023-81,0051395771
Adendo Documentos de Habilitação - Tiago (0051802476),PGE-PA,0036.038658/2023-81,0051802476
Parecer 95 desconsiderar (0051656430),SESAU-SC,0036.038658/2023-81,0051656430
Despacho 0051802651,SESAU-SC,0036.038658/2023-81,0051802651
Ofício 30170 (0034202583),SESAU-GECOMP,0036.109115/2022-75,0034202583
Despacho 0034218485,HRSF-ASTEC,0036.109115/2022-75,0034218485
Despacho 0034938339,SESAU-GECOMP,0036.109115/2022-75,0034938339
Despacho 0035067997,SESAU-NPPS,0036.109115/2022-75,0035067997
Despacho 0035225183,SESAU-GECOMP,0036.109115/2022-75,0035225183
Informação 508 (0035532226),HRSF-ASTEC,0036.109115/2022-75,0035532226
Despacho 0035555150,HRSF-ASTEC,0036.109115/2022-75,0035555150
Despacho 0035597386,SESAU-GECOMP,0036.109115/2022-75,0035597386
Portaria (0035614399),SESAU-NPPS,0036.109115/2022-75,0035614399
Memorando 433 (0037314741),SESAU-GECOMP,0036.109115/2022-75,0037314741
Informação 1509 (0037351053),HRSF-ASTEC,0036.109115/2022-75,0037351053
Informação 661 (0037355049),HRSF-ASTEC,0036.109115/2022-75,0037355049
Despacho 0037919083,HRSF-ASTEC,0036.109115/2022-75,0037919083
Planilha Viagens de Novembro e Dezembro 2022 (0037988420),SESAU-GECOMP,0036.109115/2022-75,0037988420
Planilha Viagens de Dezembro 2022 á Abril 2023 (0037988478),HRSF-ASTEC,0036.109115/2022-75,0037988478
Despacho 0038043788,SESAU-GECOMP,0036.109115/2022-75,0038043788
Despacho 0038045334,SESAU-GECOMP,0036.109115/2022-75,0038045334
Despacho 0038058013,SESAU-GECOMP,0036.109115/2022-75,0038058013
Estudo Técnico - DESCONSIDERAR (0037965782),SESAU-GECOMP,0036.109115/2022-75,0037965782
Informação 896 - DISPONIBIL. BLOCO ASS. (0038233641),SESAU-GECOMP,0036.109115/2022-75,0038233641
Informação 937 (0038397213),SESAU-GECOMP,0036.109115/2022-75,0038397213
Memorando 584 (0038416937),SESAU-GECOMP,0036.109115/2022-75,0038416937
Autorização 0038416978,SESAU-GECOMP,0036.109115/2022-75,0038416978
Certidão 140 PROCESSUAL (0038540579),SESAU-GECOMP,0036.109115/2022-75,0038540579
Adendo Inclusão da POC no processo (0040369571),POC-GAD,0036.109115/2022-75,0040369571
Informação 1587 - INCLUSÃO DE UNIDADE H. (0040369590),POC-GAD,0036.109115/2022-75,0040369590
Despacho 0040748709,SESAU-GECOMP,0036.109115/2022-75,0040748709
Justificativa 0040805422,SESAU-GECOMP,0036.109115/2022-75,0040805422
Despacho 0040807142,SESAU-GECOMP,0036.109115/2022-75,0040807142
Estudo Técnico - DESCONSIDERAR (0040742582),SESAU-GECOMP,0036.109115/2022-75,0040742582
Informação 1831 - DISPONIBIL. BLOCO ASS. (0040917994),SESAU-GECOMP,0036.109115/2022-75,0040917994
Documento de Oficialização de Demanda HB (0041187135),HB-DG,0036.109115/2022-75,0041187135
Informação 1955 - INCLUSÃO DE UNIDADE H. (0041187312),HB-GAB,0036.109115/2022-75,0041187312
Despacho 0041199201,SESAU-GECOMP,0036.109115/2022-75,0041199201
Despacho 0041242065,SESAU-GECOMP,0036.109115/2022-75,0041242065
Despacho 0041247681,SESAU-GECOMP,0036.109115/2022-75,0041247681
Estudo Técnico - DESCONSIDERAR (0041197530),HRSF-ASTEC,0036.109115/2022-75,0041197530
Informação 2173 - DISPONIBIL. BLOCO ASS. (0041671828),HRSF-ASTEC,0036.109115/2022-75,0041671828
Despacho 0041882061,SESAU-GECOMP,0036.109115/2022-75,0041882061
Errata 0041952291,SESAU-GECOMP,0036.109115/2022-75,0041952291
Despacho 0041955118,SESAU-GECOMP,0036.109115/2022-75,0041955118
Estudo Técnico Preliminar - DESCONSIDERAR (0041982654),HB-TRANSINTER,0036.109115/2022-75,0041982654
Informação 2273 - DISPONIBIL. BLOCO ASS. (0041986326),HB-TRANSINTER,0036.109115/2022-75,0041986326
Informação 86 (0041991927),HB-GAB,0036.109115/2022-75,0041991927
Informação 2277 - DISPONIBIL. BLOCO ASS. (0042002699),SESAU-GECOMP,0036.109115/2022-75,0042002699
Informação 01 (0042076702),SESAU-GECOMP,0036.109115/2022-75,0042076702
Despacho 0042077961,SESAU-GECOMP,0036.109115/2022-75,0042077961
Despacho 0042081340,SESAU-GECOMP,0036.109115/2022-75,0042081340
Informação 2319 - DISPONIBIL. BLOCO ASS. (0042095952),SESAU-GECOMP,0036.109115/2022-75,0042095952
Informação 2365 (0042195790),SESAU-GECOMP,0036.109115/2022-75,0042195790
Despacho SESAU-GAD (deliberação processual) (0044346489),SESAU-GECOMP,0036.109115/2022-75,0044346489
Informação 2867 PROCESSUAL (0043942333),SESAU-GECOMP,0036.109115/2022-75,0043942333
Informação 2866 - ELABORAÇÃO ETP (0043942198),SESAU-GECOMP,0036.109115/2022-75,0043942198
SAMS - DESCONSIDERAR (0044116778),SESAU-GECOMP,0036.109115/2022-75,0044116778
Informação 2904 - DESCONSIDERAR (0044117483),SESAU-GECOMP,0036.109115/2022-75,0044117483
Documento de Oficialização de Demanda HRB (0044139771),SESAU-GECOMP,0036.109115/2022-75,0044139771
Documento de Oficialização de Demanda HEURO (0044140751),SESAU-GECOMP,0036.109115/2022-75,0044140751
Documento de Oficialização de Demanda HRC (0044141179),SESAU-GECOMP,0036.109115/2022-75,0044141179
Documento de Oficialização de Demanda CEMETRON (0044141436),SESAU-GECOMP,0036.109115/2022-75,0044141436
Documento de Oficialização de Demanda JPII (0044141641),SESAU-NPPS,0036.109115/2022-75,0044141641
SAMS - DESCONSIDERAR (0044331808),CEMETRON-DG,0036.109115/2022-75,0044331808
Informação 2951 - PESQ. PREÇO (0044335897),HRC-DG,0036.109115/2022-75,0044335897
Despacho 0044359154,HB-DG,0036.109115/2022-75,0044359154
Informação 5995 - DOTAÇÃO ORÇ. (0044377742),HRSF-ASTEC,0036.109115/2022-75,0044377742
Memorando 1408 - MANIFESTAÇÃO (0044474708),JPII-NCOMP,0036.109115/2022-75,0044474708
Documento de Oficialização de Demanda 5 (0044508829),HEURO-ASGAB,0036.109115/2022-75,0044508829
Despacho 0044512251,POC-GAD,0036.109115/2022-75,0044512251
Despacho 0044513275,COHREC-COAD,0036.109115/2022-75,0044513275
Despacho 0044514685,COHREC-NTRAN,0036.109115/2022-75,0044514685
Despacho 0044521907,COHREC-NTRAN,0036.109115/2022-75,0044521907
Despacho 0044531944,SESAU-GECOMP,0036.109115/2022-75,0044531944
Despacho 0044538343,HB-GAB,0036.109115/2022-75,0044538343
Despacho 0044544020,COHREC-COAD,0036.109115/2022-75,0044544020
Documento de Oficialização de Demanda 5 (0044554417),JPII-NCOMP,0036.109115/2022-75,0044554417
Despacho 0044585131,HB-DG,0036.109115/2022-75,0044585131
Memorando 1424 - REITERAÇÃO DE MANIFESTAÇÃO (0044620114),SESAU-HRB,0036.109115/2022-75,0044620114
Despacho 0044639117,SESAU-GECOMP,0036.109115/2022-75,0044639117
Despacho 0044646377,SESAU-GECOMP,0036.109115/2022-75,0044646377
Documento de Oficialização de Demanda 34 (0044647315),SESAU-GECOMP,0036.109115/2022-75,0044647315
Despacho 0044649544,SESAU-GECOMP,0036.109115/2022-75,0044649544
Documento de Oficialização de Demanda 4 (0044658929),SESAU-GECOMP,0036.109115/2022-75,0044658929
Estudo Técnico HRRO (0044679230),SAMD-COORD,0036.109115/2022-75,0044679230
Estudo Técnico HRE (0044679363),SESAU-GECOMP,0036.109115/2022-75,0044679363
Despacho AMI (0044679519),SESAU-GECOMP,0036.109115/2022-75,0044679519
Informação 3051 PROCESSUAL (0044678863),SESAU-GECOMP,0036.109115/2022-75,0044678863
SAMS - DESCONSIDERAR (0044677937),SESAU-GECOMP,0036.109115/2022-75,0044677937
Informação 3056 - PESQ. PREÇO (0044689157),SESAU-GECOMP,0036.109115/2022-75,0044689157
Documento de Oficialização de Demanda 4 (0044800092),SESAU-GECOMP,0036.109115/2022-75,0044800092
SAMS - DESCONSIDERAR (0044816474),HRE-DG,0036.109115/2022-75,0044816474
Informação 3083 - PESQ. PREÇO (0044816698),SESAU-GECOMP,0036.109115/2022-75,0044816698
E-mail - DESCONSIDERAR (0044955951),SESAU-GECOMP,0036.109115/2022-75,0044955951
E-mail - DESCONSIDERAR (0045010851),SESAU-GECOMP,0036.109115/2022-75,0045010851
Informação 63 - QUESTIONAMENTO Empresa (0045011055),SESAU-GECOMP,0036.109115/2022-75,0045011055
Informação 66 - RESPOSTA 0045010851 (0045013568),SESAU-GECOMP,0036.109115/2022-75,0045010851
Documento de Oficialização de Demanda 1 (0045011025),SESAU-GECOMP,0036.109115/2022-75,0045011025
SAMS - DESCONSIDERAR (0045016830),SESAU-GECOMP,0036.109115/2022-75,0045016830
Informação 68 - DESCONSIDERAR (0045016954),SESAU-GECOMP,0036.109115/2022-75,0045016954
E-mail - DESCONSIDERAR (0045087179),SESAU-GECOMP,0036.109115/2022-75,0045087179
E-mail - DESCONSIDERAR (0045034800),SESAU-GECOMP,0036.109115/2022-75,0045034800
Informação 79 - DESCONSIDERAR (0045034958),SESAU-GECOMP,0036.109115/2022-75,0045034958
Informação 84 - RESPOSTA 0045034800 (0045049577),HRC-DG,0036.109115/2022-75,0045034800
Certidão 12 - COTAÇÃO (0045082160),JPII-GAD,0036.109115/2022-75,0045082160
Proposta - DESCONSIDERAR (0045040004),SESAU-GECOMP,0036.109115/2022-75,0045040004
Proposta - DESCONSIDERAR (0045051499),HB-DG,0036.109115/2022-75,0045051499
Proposta - DESCONSIDERAR (0045078063),SESAU-GECOMP,0036.109115/2022-75,0045078063
Relatório - DESCONSIDERAR (0045041192),SESAU-GECOMP,0036.109115/2022-75,0045041192
Memorando 30 - COMISSÃO DE PLANEJ. (0045164314),HRSF-ASTEC,0036.109115/2022-75,0045164314
Despacho - COMISSÃO DE PLANEJ. (0045184131),SESAU-GECOMP,0036.109115/2022-75,0045184131
Memorando 4 - COMISSÃO DE PLANEJ. (0045191095),SESAU-GECOMP,0036.109115/2022-75,0045191095
Despacho - MANIFESTAÇÃO (0045196310),SESAU-GECOMP,0036.109115/2022-75,0045196310
Despacho - COMISSÃO DE PLANEJ. (0045292941),SESAU-GECOMP,0036.109115/2022-75,0045292941
Portaria 330 (0045196983),SESAU-GECOMP,0036.109115/2022-75,0045196983
Publicação - Portaria nº 330/2024/SESAU (0045431890),SESAU-GECOMP,0036.109115/2022-75,0045431890
Despacho - ALT. QTDE (HRSF) (0045225215),SESAU-GECOMP,0036.109115/2022-75,0045225215
SAMS - DESCONSIDERAR (0045232487),SESAU-GECOMP,0036.109115/2022-75,0045232487
Informação 151 - DESCONSIDERAR (0045231205),SESAU-GECOMP,0036.109115/2022-75,0045231205
E-mail - COTAÇÃO (0045323153),SESAU-GECOMP,0036.109115/2022-75,0045323153
E-mail - QUESTIONAMENTO EMPRESA LIFE NORTH (0045334012),SESAU-GECOMP,0036.109115/2022-75,0045334012
Informação 191 - QUESTIONAMENTO Empresa (0045334106),SESAU-GECOMP,0036.109115/2022-75,0045334106
Informação 199 - RESPOSTA 0045334012 (0045352019),SESAU-GECOMP,0036.109115/2022-75,0045334012
Adendo - BANCO DE PREÇO (0045103171),SESAU-GECOMP,0036.109115/2022-75,0045103171
Proposta - EMPRESA UNI-SOS (0045353341),SESAU-GECOMP,0036.109115/2022-75,0045353341
Proposta - EMPRESA LIFE NORTH (0045398946),SESAU-GECOMP,0036.109115/2022-75,0045398946
Proposta - EMPRESA INSTRUAUD (0045409454),SESAU-GECOMP,0036.109115/2022-75,0045409454
Planilha de Referência - DESCONSIDERAR (0045419405),SESAU-GECOMP,0036.109115/2022-75,0045419405
Planilha de Referência - DESCONSIDERAR (0045419503),SESAU-GECOMP,0036.109115/2022-75,0045419503
